name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
aiexe,kstost/aiexe,https://github.com/kstost/aiexe,"aiexe, the cutting-edge command-line interface (CLI/GUI) tool",121,2025-03-14T15:48:19Z,119,149,False,55,,759,1.0,False,False,False,https://api.github.com/repos/kstost/aiexe/contributors,https://api.github.com/repos/kstost/aiexe/collaborators{/collaborator},2,edge ai
AskJOE,securityjoes/AskJOE,https://github.com/securityjoes/AskJOE,"AI-Powered Malware Analysis & Threat Intelligence for Ghidra Transform your static analysis workflow with cutting-edge AI capabilities, comprehensive malware detection, and advanced threat intelligence.",37,2025-08-27T10:10:18Z,5,148,False,11,Python,7461,1.0,False,False,False,https://api.github.com/repos/securityjoes/AskJOE/contributors,https://api.github.com/repos/securityjoes/AskJOE/collaborators{/collaborator},1,edge ai
LangGraphProjects,jkmaina/LangGraphProjects,https://github.com/jkmaina/LangGraphProjects,"This is the official companion repository for the book The Complete LangGraph Blueprint: Build 50+ AI Agents for Business Success. The repository provides source code, practical examples, and resources to help you build dynamic AI agents using LangGraph, a cutting-edge graph-based framework for artificial intelligence workflows.",13,2025-06-10T07:41:33Z,0,141,False,56,Python,3335,1.0,False,False,False,https://api.github.com/repos/jkmaina/LangGraphProjects/contributors,https://api.github.com/repos/jkmaina/LangGraphProjects/collaborators{/collaborator},2,edge ai
geti-sdk,open-edge-platform/geti-sdk,https://github.com/open-edge-platform/geti-sdk,Software Development Kit (SDK) for the Geti™ platform for Computer Vision AI model training. ,1988,2025-11-14T02:39:55Z,693,122,False,30,Python,61762,1.0,False,False,False,https://api.github.com/repos/open-edge-platform/geti-sdk/contributors,https://api.github.com/repos/open-edge-platform/geti-sdk/collaborators{/collaborator},25,edge ai
MaximAI_Documentation,analogdevicesinc/MaximAI_Documentation,https://github.com/analogdevicesinc/MaximAI_Documentation,START HERE: Documentation for ADI's MAX78000 and MAX78002 Edge AI devices,112,2025-04-11T06:31:44Z,5,121,False,52,,276615,1.0,False,False,False,https://api.github.com/repos/analogdevicesinc/MaximAI_Documentation/contributors,https://api.github.com/repos/analogdevicesinc/MaximAI_Documentation/collaborators{/collaborator},14,edge ai
AI-on-the-edge-device-docs,jomjol/AI-on-the-edge-device-docs,https://github.com/jomjol/AI-on-the-edge-device-docs,Github for hosting the documentation for the project: https://github.com/jomjol/AI-on-the-edge-device,437,2025-11-15T01:53:01Z,75,118,False,43,Python,107870,1.0,False,False,False,https://api.github.com/repos/jomjol/AI-on-the-edge-device-docs/contributors,https://api.github.com/repos/jomjol/AI-on-the-edge-device-docs/collaborators{/collaborator},24,edge ai
ai8x-training,analogdevicesinc/ai8x-training,https://github.com/analogdevicesinc/ai8x-training,Model Training for ADI's MAX78000 and MAX78002 Edge AI Devices,249,2025-09-02T14:37:52Z,45,112,False,98,Jupyter Notebook,227572,1.0,False,False,False,https://api.github.com/repos/analogdevicesinc/ai8x-training/contributors,https://api.github.com/repos/analogdevicesinc/ai8x-training/collaborators{/collaborator},16,edge ai
omniscient,RicardoGEsteves/omniscient,https://github.com/RicardoGEsteves/omniscient,"Cutting-edge Full-stack AI Platform delivered as a SaaS (Software as a Service). Built on a robust technology stack, integrated with powerful APIs such as OpenAI and Replicate, offers a seamless experience for code generation, conversation simulation, image creation, music composition, and video generation.",301,2025-11-14T22:01:13Z,209,112,False,21,TypeScript,3371,1.0,False,False,False,https://api.github.com/repos/RicardoGEsteves/omniscient/contributors,https://api.github.com/repos/RicardoGEsteves/omniscient/collaborators{/collaborator},3,edge ai
stable-pi-core,KOSASIH/stable-pi-core,https://github.com/KOSASIH/stable-pi-core,"Stable-Pi-Core is a next-generation decentralized ecosystem that integrates blockchain, quantum AI, IoT, edge computing, and AR/VR to deliver secure, scalable, and personalized solutions for payments, governance, and real-world applications—redefining the future of technology with unmatched flexibility and innovation.",1584,2025-05-30T19:15:08Z,54,110,False,9,Python,2927,1.0,False,False,False,https://api.github.com/repos/KOSASIH/stable-pi-core/contributors,https://api.github.com/repos/KOSASIH/stable-pi-core/collaborators{/collaborator},4,edge ai
edge-ai-libraries,open-edge-platform/edge-ai-libraries,https://github.com/open-edge-platform/edge-ai-libraries,"Performance optimized libraries, microservices, and tools to support the development of Edge AI applications.",802,2025-11-14T22:22:21Z,0,108,False,71,C++,485871,1.0,False,False,False,https://api.github.com/repos/open-edge-platform/edge-ai-libraries/contributors,https://api.github.com/repos/open-edge-platform/edge-ai-libraries/collaborators{/collaborator},76,edge ai
sec-gemini,google/sec-gemini,https://github.com/google/sec-gemini,Sec-Gemini v1 is a cutting-edge AI model designed to enhance cybersecurity capabilities and empower defenders in the ongoing battle against cyber threats.,351,2025-11-13T20:33:43Z,0,103,False,19,Svelte,28159,1.0,False,False,False,https://api.github.com/repos/google/sec-gemini/contributors,https://api.github.com/repos/google/sec-gemini/collaborators{/collaborator},13,edge ai
Awesome-EdgeAI,wangxb96/Awesome-EdgeAI,https://github.com/wangxb96/Awesome-EdgeAI,"Resources of our survey paper ""Optimizing Edge AI: A Comprehensive Survey on Data, Model, and System Strategies""",127,2025-09-11T08:47:51Z,7,98,False,11,,3814,1.0,False,False,False,https://api.github.com/repos/wangxb96/Awesome-EdgeAI/contributors,https://api.github.com/repos/wangxb96/Awesome-EdgeAI/collaborators{/collaborator},1,edge ai
mcp-ts-template,cyanheads/mcp-ts-template,https://github.com/cyanheads/mcp-ts-template,"Production-grade TypeScript template for Model Context Protocol (MCP) servers. Ships with declarative tools/resources, robust error handling, DI, easy auth, optional OpenTelemetry, and first-class support for both local and edge (Cloudflare Workers) runtimes.",645,2025-10-28T05:15:45Z,0,97,False,15,TypeScript,4551,1.0,True,False,False,https://api.github.com/repos/cyanheads/mcp-ts-template/contributors,https://api.github.com/repos/cyanheads/mcp-ts-template/collaborators{/collaborator},2,edge ai
cgra4ml,KastnerRG/cgra4ml,https://github.com/KastnerRG/cgra4ml,An Open Workflow to Build Custom SoCs and run Deep Models at the Edge,1145,2025-10-31T23:07:12Z,129,96,False,17,SystemVerilog,20954,1.0,False,False,False,https://api.github.com/repos/KastnerRG/cgra4ml/contributors,https://api.github.com/repos/KastnerRG/cgra4ml/collaborators{/collaborator},7,edge ai
EdgeAI-Toolkit,AIDrive-Research/EdgeAI-Toolkit,https://github.com/AIDrive-Research/EdgeAI-Toolkit,🔥🔥机器视觉边缘计算的成熟应用，适配RK瑞芯微/Ascend昇腾系列芯片，提供模型训练、模型量化源代码🔥🔥,111,2025-07-24T03:25:56Z,25,89,False,26,Python,426800,1.0,False,False,False,https://api.github.com/repos/AIDrive-Research/EdgeAI-Toolkit/contributors,https://api.github.com/repos/AIDrive-Research/EdgeAI-Toolkit/collaborators{/collaborator},5,edge ai
TidyMark,PanHywel/TidyMark,https://github.com/PanHywel/TidyMark,"TidyMark — Chrome/Edge 书签管理扩展 备份书签、一键整理分类，支持 AI 辅助优化；扫描失效书签，自动归档不常用书签，并提供新标签页导航和访问热度统计。& TidyMark — Chrome/Edge Bookmark Manager Backup and organize bookmarks with one-click auto categorization and optional AI assistance. Detect broken bookmarks, auto-archive infrequently used ones, and enjoy New Tab navigation with access stats.",120,2025-11-12T02:59:30Z,0,84,False,4,JavaScript,37573,1.0,False,False,False,https://api.github.com/repos/PanHywel/TidyMark/contributors,https://api.github.com/repos/PanHywel/TidyMark/collaborators{/collaborator},2,edge ai
agentic-ai,mahmoudrabie/agentic-ai,https://github.com/mahmoudrabie/agentic-ai,"This repository serves as a comprehensive knowledge hub, curating cutting-edge research papers and developments across 25+ specialized domains",292,2025-11-11T20:21:29Z,0,80,False,3,,3487,1.0,False,False,False,https://api.github.com/repos/mahmoudrabie/agentic-ai/contributors,https://api.github.com/repos/mahmoudrabie/agentic-ai/collaborators{/collaborator},1,edge ai
segger_dev,EliHei2/segger_dev,https://github.com/EliHei2/segger_dev,"a cutting-edge cell segmentation model specifically designed for single-molecule resolved spatial omics datasets. It addresses the challenge of accurately segmenting individual cells in complex imaging datasets, leveraging a unique approach based on graph neural networks (GNNs).",441,2025-11-10T21:58:12Z,354,80,False,11,HTML,21791,1.0,False,False,False,https://api.github.com/repos/EliHei2/segger_dev/contributors,https://api.github.com/repos/EliHei2/segger_dev/collaborators{/collaborator},7,edge ai
built-in-ai,jakobhoeg/built-in-ai,https://github.com/jakobhoeg/built-in-ai,"TypeScript library for using in-browser AI models with the Vercel AI SDK, with support for seamless fallback to server-side models",310,2025-11-03T14:36:08Z,0,79,False,11,TypeScript,886,1.0,False,False,False,https://api.github.com/repos/jakobhoeg/built-in-ai/contributors,https://api.github.com/repos/jakobhoeg/built-in-ai/collaborators{/collaborator},4,edge ai
ai-edge-quantizer,google-ai-edge/ai-edge-quantizer,https://github.com/google-ai-edge/ai-edge-quantizer,AI Edge Quantizer: flexible post training quantization for LiteRT models.,376,2025-11-13T19:25:33Z,227,77,False,14,Python,2076,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/ai-edge-quantizer/contributors,https://api.github.com/repos/google-ai-edge/ai-edge-quantizer/collaborators{/collaborator},17,edge ai
EdgeCareer,amitkumardemo/EdgeCareer,https://github.com/amitkumardemo/EdgeCareer,"🚀 EdgeCareer – AI-Powered Career Coach Full Stack AI Career Coach built with React 19 + Next.js 15, Tailwind CSS, NeonDB, Prisma, Clerk Authentication, Inngest, Gemini API, and Shadcn UI. A cutting-edge AI-driven career platform that provides personalized job recommendations, AI resume reviews, and real-time career insights to help users",88,2025-08-12T16:22:52Z,0,76,False,91,JavaScript,2944,1.0,False,False,False,https://api.github.com/repos/amitkumardemo/EdgeCareer/contributors,https://api.github.com/repos/amitkumardemo/EdgeCareer/collaborators{/collaborator},21,edge ai
edgerunner,neuralize-ai/edgerunner,https://github.com/neuralize-ai/edgerunner,Simplified AI runtime integration for mobile app development,355,2024-11-29T13:52:56Z,355,76,False,5,C++,34787,1.0,False,False,False,https://api.github.com/repos/neuralize-ai/edgerunner/contributors,https://api.github.com/repos/neuralize-ai/edgerunner/collaborators{/collaborator},1,edge ai
edgeai-tensorlab,TexasInstruments/edgeai-tensorlab,https://github.com/TexasInstruments/edgeai-tensorlab,Edge AI Model Development Tools,31626,2025-09-27T02:22:38Z,3764,75,False,18,Python,693298,1.0,False,False,False,https://api.github.com/repos/TexasInstruments/edgeai-tensorlab/contributors,https://api.github.com/repos/TexasInstruments/edgeai-tensorlab/collaborators{/collaborator},100,edge ai
node-red-contrib-ml,Seeed-Studio/node-red-contrib-ml,https://github.com/Seeed-Studio/node-red-contrib-ml,Get started with AI vision at the edge with no coding experience at all!,23,2025-01-08T09:13:52Z,1,72,False,33,JavaScript,5574,1.0,False,False,False,https://api.github.com/repos/Seeed-Studio/node-red-contrib-ml/contributors,https://api.github.com/repos/Seeed-Studio/node-red-contrib-ml/collaborators{/collaborator},5,edge ai
CarrotAI,Xingsandesu/CarrotAI,https://github.com/Xingsandesu/CarrotAI,"CarrotAI is a cutting-edge AI agent application that delivers real-time streaming chat via Server-Sent Events (SSE) with built-in Model Control Protocol (MCP) integration. It supports concurrent connections to multiple SSE MCP servers and provides user interfaces in English, Chinese, and Japanese.",8,2025-05-10T15:10:25Z,0,72,False,11,Dart,2348,1.0,False,False,False,https://api.github.com/repos/Xingsandesu/CarrotAI/contributors,https://api.github.com/repos/Xingsandesu/CarrotAI/collaborators{/collaborator},1,edge ai
mcp-titan,henryhawke/mcp-titan,https://github.com/henryhawke/mcp-titan,"This tool is a cutting-edge memory engine that blends real-time learning, persistent three-tier context awareness, and seamless plug-n-play LLM integration to continuously evolve and enrich your AI’s intelligence. ",67,2025-11-14T16:29:08Z,0,72,False,17,TypeScript,4662,1.0,False,False,False,https://api.github.com/repos/henryhawke/mcp-titan/contributors,https://api.github.com/repos/henryhawke/mcp-titan/collaborators{/collaborator},2,edge ai
GroqApiLibrary,jgravelle/GroqApiLibrary,https://github.com/jgravelle/GroqApiLibrary,"This powerful and flexible library provides a seamless interface to interact with the cutting-edge Groq AI API. Designed for .NET 8 and above, our library offers a range of features to enhance your AI-powered applications.",43,2025-02-11T00:24:46Z,39,71,False,19,C#,123,1.0,False,False,False,https://api.github.com/repos/jgravelle/GroqApiLibrary/contributors,https://api.github.com/repos/jgravelle/GroqApiLibrary/collaborators{/collaborator},3,edge ai
edge2ai-workshop,asdaraujo/edge2ai-workshop,https://github.com/asdaraujo/edge2ai-workshop,Edge2AI Workshop,589,2025-06-11T12:13:39Z,89,70,False,102,Python,98701,1.0,False,False,False,https://api.github.com/repos/asdaraujo/edge2ai-workshop/contributors,https://api.github.com/repos/asdaraujo/edge2ai-workshop/collaborators{/collaborator},7,edge ai
aitour-exploring-cutting-edge-models,microsoft/aitour-exploring-cutting-edge-models,https://github.com/microsoft/aitour-exploring-cutting-edge-models,,246,2025-10-20T22:01:50Z,202,70,False,28,C++,57767,1.0,False,False,False,https://api.github.com/repos/microsoft/aitour-exploring-cutting-edge-models/contributors,https://api.github.com/repos/microsoft/aitour-exploring-cutting-edge-models/collaborators{/collaborator},7,edge ai
AI-Makerspace,DigitalProductschool/AI-Makerspace,https://github.com/DigitalProductschool/AI-Makerspace,AI Makerspace: Blueprints for developing AI applications with cutting-edge technologies. ,318,2025-11-07T14:21:20Z,11,70,False,34,JavaScript,245063,1.0,False,False,False,https://api.github.com/repos/DigitalProductschool/AI-Makerspace/contributors,https://api.github.com/repos/DigitalProductschool/AI-Makerspace/collaborators{/collaborator},13,edge ai
deep-share,Yorick-Ryu/deep-share,https://github.com/Yorick-Ryu/deep-share,"A lightweight browser extension designed for AI users to easily copy formulas from ChatGPT, DeepSeek, Grok and 10+ other AI conversations, export beautifully formatted Word documents, and support long conversation screenshot sharing for DeepSeek.",297,2025-11-14T07:00:25Z,0,70,False,3,JavaScript,4619,1.0,False,False,False,https://api.github.com/repos/Yorick-Ryu/deep-share/contributors,https://api.github.com/repos/Yorick-Ryu/deep-share/collaborators{/collaborator},1,edge ai
edge-ai-suites,open-edge-platform/edge-ai-suites,https://github.com/open-edge-platform/edge-ai-suites,"Curated collections of sample applications designed to help you develop optimized AI solutions. Tailored to specific use cases, covering retail, manufacturing, metro, and media & entertainment.",737,2025-11-14T23:45:36Z,0,68,False,70,C++,936308,1.0,False,False,False,https://api.github.com/repos/open-edge-platform/edge-ai-suites/contributors,https://api.github.com/repos/open-edge-platform/edge-ai-suites/collaborators{/collaborator},69,edge ai
AiVoiceClonerPRO,AryanVBW/AiVoiceClonerPRO,https://github.com/AryanVBW/AiVoiceClonerPRO,"Revolutionize Your Voice with AI Voice Cloner! Transform Your Speech into Your Favorite Celebrity's or Your Customized Voice. Our Cutting-edge Tool Converts Text or Any Audio into Your Desired Voice – Your Voice, Your Way",714,2025-03-21T03:28:06Z,3,68,False,12,Python,13711,1.0,False,False,False,https://api.github.com/repos/AryanVBW/AiVoiceClonerPRO/contributors,https://api.github.com/repos/AryanVBW/AiVoiceClonerPRO/collaborators{/collaborator},92,edge ai
Seeed_Studio_Courses,Seeed-Studio/Seeed_Studio_Courses,https://github.com/Seeed-Studio/Seeed_Studio_Courses,Edge AI 101 Course using Nvidia Jetson,9,2025-07-18T02:23:38Z,5,67,False,26,C++,245738,1.0,False,False,False,https://api.github.com/repos/Seeed-Studio/Seeed_Studio_Courses/contributors,https://api.github.com/repos/Seeed-Studio/Seeed_Studio_Courses/collaborators{/collaborator},4,edge ai
piccolo,sensiml/piccolo,https://github.com/sensiml/piccolo,SensiML's open-source AutoML solution for Edge AI model development,80,2025-05-03T23:19:05Z,54,65,False,14,Python,96486,1.0,False,False,False,https://api.github.com/repos/sensiml/piccolo/contributors,https://api.github.com/repos/sensiml/piccolo/collaborators{/collaborator},5,edge ai
esp32-mender-client,bluleap-ai/esp32-mender-client,https://github.com/bluleap-ai/esp32-mender-client,A Mender (https://mender.io/) -  client for Esp32 in Rust. Enabling Update AI model for the Edge,72,2025-07-28T09:21:58Z,0,65,False,8,Rust,189,1.0,False,False,False,https://api.github.com/repos/bluleap-ai/esp32-mender-client/contributors,https://api.github.com/repos/bluleap-ai/esp32-mender-client/collaborators{/collaborator},5,edge ai
cortex,buildersoftio/cortex,https://github.com/buildersoftio/cortex,"Cortex | Data Framework—a cutting-edge SDK that simplifies real-time data processing with intuitive operators, robust state management, and seamless telemetry for efficient, scalable pipelines.",171,2025-11-14T22:50:17Z,100,65,False,7,C#,517,1.0,False,False,False,https://api.github.com/repos/buildersoftio/cortex/contributors,https://api.github.com/repos/buildersoftio/cortex/collaborators{/collaborator},1,edge ai
ha-text-ai,smkrv/ha-text-ai,https://github.com/smkrv/ha-text-ai,"Cutting-edge AI solution for Home Assistant. Multi-LLM provider support to transform your smart home experience with intelligent, adaptive automation.",487,2025-09-02T21:56:57Z,444,64,False,5,Python,6463,1.0,False,False,False,https://api.github.com/repos/smkrv/ha-text-ai/contributors,https://api.github.com/repos/smkrv/ha-text-ai/collaborators{/collaborator},2,edge ai
ai8x-synthesis,analogdevicesinc/ai8x-synthesis,https://github.com/analogdevicesinc/ai8x-synthesis,Quantization and Synthesis (Device Specific Code Generation) for ADI's MAX78000 and MAX78002 Edge AI Devices,310,2025-07-21T08:25:27Z,35,62,False,63,Python,715772,1.0,False,False,False,https://api.github.com/repos/analogdevicesinc/ai8x-synthesis/contributors,https://api.github.com/repos/analogdevicesinc/ai8x-synthesis/collaborators{/collaborator},15,edge ai
model_api,open-edge-platform/model_api,https://github.com/open-edge-platform/model_api,Run Computer Vision AI models with simple Python API and using OpenVINO Runtime,317,2025-11-14T12:21:39Z,86,56,False,19,Python,6212,1.0,False,False,False,https://api.github.com/repos/open-edge-platform/model_api/contributors,https://api.github.com/repos/open-edge-platform/model_api/collaborators{/collaborator},16,edge ai
webchat,tangpan360/webchat,https://github.com/tangpan360/webchat,"WebChat 是一个功能强大的 Chrome/Edge 浏览器 AI 问答插件，可以帮助您在浏览网页时快速引用划线选中的内容与 AI 进行交互问答。并且可以自定义工具名称和提示词，选中文本后点击自定义工具按钮，可以一键执行""引用+提示词+发送""的操作组合。",32,2025-05-03T13:27:03Z,0,56,False,3,JavaScript,2277,1.0,False,False,False,https://api.github.com/repos/tangpan360/webchat/contributors,https://api.github.com/repos/tangpan360/webchat/collaborators{/collaborator},1,edge ai
FiboLLM,FiboLLM/FiboLLM,https://github.com/FiboLLM/FiboLLM,Fibo is a cutting-edge framework designed to build and deploy AI agents that seamlessly integrate automated task execution with interactive chat capabilities.,10,2025-04-03T04:05:26Z,0,55,False,4,Python,19651,1.0,False,False,False,https://api.github.com/repos/FiboLLM/FiboLLM/contributors,https://api.github.com/repos/FiboLLM/FiboLLM/collaborators{/collaborator},1,edge ai
hf-daily-paper-newsletter-chinese,2404589803/hf-daily-paper-newsletter-chinese,https://github.com/2404589803/hf-daily-paper-newsletter-chinese,"🔥Your Daily Dose of AI Research from Hugging Face 🔥  Stay updated with the latest AI breakthroughs! This bot automatically collects and analyzes papers from 🤗 Hugging Face's daily papers, providing Chinese translations and AI-powered interpretations. Powered by state-of-the-art language models, it brings cutting-edge research to your finger",952,2025-11-13T07:49:28Z,629,54,False,9,HTML,217124,1.0,False,False,False,https://api.github.com/repos/2404589803/hf-daily-paper-newsletter-chinese/contributors,https://api.github.com/repos/2404589803/hf-daily-paper-newsletter-chinese/collaborators{/collaborator},3,edge ai
EasyShield_v2.5,mahostar/EasyShield_v2.5,https://github.com/mahostar/EasyShield_v2.5,EasyShield Anti Spoofing AI Model for edge devices (State-of-the-art) performance (Open Source) Deep Learning Model,81,2025-06-18T20:10:55Z,0,53,False,14,Python,82127,1.0,False,False,False,https://api.github.com/repos/mahostar/EasyShield_v2.5/contributors,https://api.github.com/repos/mahostar/EasyShield_v2.5/collaborators{/collaborator},2,edge ai
Form-trading-bot,rhys1332/Form-trading-bot,https://github.com/rhys1332/Form-trading-bot,"Form Trading Bot is an advanced algorithmic trading system designed to automate and optimize your trading strategies across multiple financial markets. Leveraging cutting-edge AI and quantitative analysis, it executes trades with precision and speed unmatched by manual trading.",1,2025-10-10T16:23:28Z,0,53,False,0,,2,1.0,False,False,False,https://api.github.com/repos/rhys1332/Form-trading-bot/contributors,https://api.github.com/repos/rhys1332/Form-trading-bot/collaborators{/collaborator},1,edge ai
amazon-sagemaker-edge-defect-detection-computer-vision,aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,https://github.com/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,Workshop showcasing how to run defect detection using computer vision at the edge with Amazon SageMaker,50,2025-06-17T03:58:53Z,7,52,False,21,Python,2779,1.0,False,False,False,https://api.github.com/repos/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision/contributors,https://api.github.com/repos/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision/collaborators{/collaborator},4,edge ai
aionair,deepsingh132/aionair,https://github.com/deepsingh132/aionair,"A cutting-edge AI SaaS platform that enables users to create, discover, and enjoy podcasts with advanced features like text-to-audio conversion with multi-voice AI, podcast thumbnail image generation, and seamless playback. The platform is built using Next.js, TypeScript, Convex, OpenAI, Stripe, Clerk, ShadCN, and Tailwind CSS.",58,2025-03-19T22:34:29Z,57,50,False,15,TypeScript,14241,1.0,False,False,False,https://api.github.com/repos/deepsingh132/aionair/contributors,https://api.github.com/repos/deepsingh132/aionair/collaborators{/collaborator},1,edge ai
executorch-rs,barakugav/executorch-rs,https://github.com/barakugav/executorch-rs,"Rust bindings for ExecuTorch - On-device AI across mobile, embedded and edge for PyTorch",109,2025-11-12T12:19:33Z,40,50,False,2,Rust,1326,1.0,False,False,False,https://api.github.com/repos/barakugav/executorch-rs/contributors,https://api.github.com/repos/barakugav/executorch-rs/collaborators{/collaborator},2,edge ai
pager-frontend,HeroTools/pager-frontend,https://github.com/HeroTools/pager-frontend,"Open-source team collaboration where your conversations become your competitive edge. AI-powered, privacy-first, and you control every bit of it.",360,2025-09-11T05:58:26Z,0,49,False,9,TypeScript,1998,1.0,False,False,False,https://api.github.com/repos/HeroTools/pager-frontend/contributors,https://api.github.com/repos/HeroTools/pager-frontend/collaborators{/collaborator},2,edge ai
Awesome-Agent-RL,tongjingqi/Awesome-Agent-RL,https://github.com/tongjingqi/Awesome-Agent-RL,"A curated list of awesome resources about reward construction for AI agents. This repository covers cutting-edge research, and practical guides on defining and collecting rewards to build more intelligent and aligned AI agents.",103,2025-09-01T11:33:22Z,0,49,False,0,,1146,1.0,False,False,False,https://api.github.com/repos/tongjingqi/Awesome-Agent-RL/contributors,https://api.github.com/repos/tongjingqi/Awesome-Agent-RL/collaborators{/collaborator},4,edge ai
Finance_AgenticAI,shivamim/Finance_AgenticAI,https://github.com/shivamim/Finance_AgenticAI,"Financial Agentic AI redefines financial analysis by integrating cutting-edge AI with real-time web search capabilities. This multi-agent system brings together financial insights and web intelligence to deliver precise, actionable, and up-to-date stock market information, all tailored to your needs.",17,2024-12-28T20:08:54Z,17,46,False,25,Python,46,1.0,False,False,False,https://api.github.com/repos/shivamim/Finance_AgenticAI/contributors,https://api.github.com/repos/shivamim/Finance_AgenticAI/collaborators{/collaborator},1,edge ai
TEG-Benchmark,Zhuofeng-Li/TEG-Benchmark,https://github.com/Zhuofeng-Li/TEG-Benchmark,[NeurIPS 2024 🔥] TEG-DB: A Comprehensive Dataset and Benchmark of Textual-Edge Graphs,29,2025-01-15T02:32:13Z,28,44,False,2,Python,1033,1.0,False,False,False,https://api.github.com/repos/Zhuofeng-Li/TEG-Benchmark/contributors,https://api.github.com/repos/Zhuofeng-Li/TEG-Benchmark/collaborators{/collaborator},1,edge ai
cybernetic,tr1bunal9/cybernetic,https://github.com/tr1bunal9/cybernetic,"Cybernetic is a cutting-edge AI-driven platform that enhances human-machine collaboration. It integrates advanced automation, data analytics, and neural interfaces to optimize decision-making and performance. Designed for innovation, Cybernetic bridges the gap between technology and human potential.",0,2025-02-07T14:32:40Z,0,44,False,0,,0,1.0,False,False,False,https://api.github.com/repos/tr1bunal9/cybernetic/contributors,https://api.github.com/repos/tr1bunal9/cybernetic/collaborators{/collaborator},0,edge ai
ariel,google-marketing-solutions/ariel,https://github.com/google-marketing-solutions/ariel,A cutting-edge AI dubbing solution designed to enhance the global reach of digital advertising.,154,2025-11-14T21:51:54Z,139,43,False,19,Python,2395,1.0,False,False,False,https://api.github.com/repos/google-marketing-solutions/ariel/contributors,https://api.github.com/repos/google-marketing-solutions/ariel/collaborators{/collaborator},7,edge ai
AISonobuoy,IQTLabs/AISonobuoy,https://github.com/IQTLabs/AISonobuoy,Maritime Situational Awareness: An Exploration,2425,2025-06-10T01:57:09Z,0,43,False,21,C,88582,1.0,False,True,False,https://api.github.com/repos/IQTLabs/AISonobuoy/contributors,https://api.github.com/repos/IQTLabs/AISonobuoy/collaborators{/collaborator},18,edge ai
The-AiEdge-Code-Examples,damienbenveniste/The-AiEdge-Code-Examples,https://github.com/damienbenveniste/The-AiEdge-Code-Examples,,31,2025-08-11T06:01:52Z,19,42,False,23,Jupyter Notebook,3360,1.0,False,False,False,https://api.github.com/repos/damienbenveniste/The-AiEdge-Code-Examples/contributors,https://api.github.com/repos/damienbenveniste/The-AiEdge-Code-Examples/collaborators{/collaborator},1,edge ai
DocMagic,Muneerali199/DocMagic,https://github.com/Muneerali199/DocMagic,"DocMagic is a 100% open source, cutting-edge AI-powered document creation platform that revolutionizes how professionals create stunning documents. Built by the community, for the community - simply describe what you need, and watch as our advanced AI transforms your ideas into polished resumes, captivating presentations, comprehensive CVs, and pro",788,2025-11-12T17:31:17Z,0,40,False,127,TypeScript,114510,1.0,False,False,False,https://api.github.com/repos/Muneerali199/DocMagic/contributors,https://api.github.com/repos/Muneerali199/DocMagic/collaborators{/collaborator},53,edge ai
Writora-AI,anayatkhan1/Writora-AI,https://github.com/anayatkhan1/Writora-AI,"Writora AI is a powerful tool that transforms your video or audio content into a blog post in seconds, powered by cutting-edge AI technology.",27,2025-10-23T14:40:07Z,22,39,False,12,TypeScript,5547,1.0,False,False,False,https://api.github.com/repos/anayatkhan1/Writora-AI/contributors,https://api.github.com/repos/anayatkhan1/Writora-AI/collaborators{/collaborator},1,edge ai
Swift-Executor,mugiwaraDr/Swift-Executor,https://github.com/mugiwaraDr/Swift-Executor,"🌊 Swift Executor is a cutting-edge script executor for Windows, built with Roblox players in mind. Featuring smart AI assistance for easy script writing, a premium ad-free environment, and round-the-clock support, Swift offers a flawless experience that transforms the way you play.",6,2025-04-07T19:30:22Z,4,39,False,0,,91,1.0,False,False,False,https://api.github.com/repos/mugiwaraDr/Swift-Executor/contributors,https://api.github.com/repos/mugiwaraDr/Swift-Executor/collaborators{/collaborator},1,edge ai
learnJetson,osnava/learnJetson,https://github.com/osnava/learnJetson,Learning to use this device. You'll find edge AI applications and useful commands to optimize your Jetson,37,2025-11-05T17:57:48Z,0,38,False,3,Python,317440,1.0,False,False,False,https://api.github.com/repos/osnava/learnJetson/contributors,https://api.github.com/repos/osnava/learnJetson/collaborators{/collaborator},3,edge ai
Thunder-Executor,SrikanthMoreboina/Thunder-Executor,https://github.com/SrikanthMoreboina/Thunder-Executor,"🌊 Thunder Executor is a cutting-edge script executor for Windows, built with Roblox players in mind. Featuring smart AI assistance for easy script writing, a premium ad-free environment, and round-the-clock support, Thunder offers a flawless experience that transforms the way you play.",7,2025-04-08T16:36:29Z,5,38,False,0,CSS,303,1.0,False,False,False,https://api.github.com/repos/SrikanthMoreboina/Thunder-Executor/contributors,https://api.github.com/repos/SrikanthMoreboina/Thunder-Executor/collaborators{/collaborator},1,edge ai
